chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr19	34268713	34271175	genic|chr19:34268713-34271175	KIAA0355	34254552	cd4_activated_scale	0.027247
chr19	34349607	34351083	genic|chr19:34349607-34351083	AC010504.1	34359412	cd4_activated_scale	0.020260
chr19	34349607	34351083	genic|chr19:34349607-34351083	GPI	34359480	cd4_activated_scale	0.020260
chr19	34364410	34366488	genic|chr19:34364410-34366488	AC010504.1	34359412	cd4_activated_scale	0.020613
chr19	34364410	34366488	genic|chr19:34364410-34366488	GPI	34359480	cd4_activated_scale	0.020613
chr19	34430381	34431164	genic|chr19:34430381-34431164	AC008747.1	34428273	cd4_activated_scale	0.059941
chr19	34430381	34431164	genic|chr19:34430381-34431164	UBA2	34428352	cd4_activated_scale	0.059940
chr19	34997068	34998264	genic|chr19:34997068-34998264	GRAMD1A	34994784	cd4_activated_scale	0.034552
chr19	34997068	34998264	genic|chr19:34997068-34998264	AC020907.3	35000170	cd4_activated_scale	0.021445
chr19	35213270	35214741	intergenic|chr19:35213270-35214741	LGI4	35142451	cd4_activated_scale	0.022902
chr19	35213270	35214741	intergenic|chr19:35213270-35214741	FXYD7	35143250	cd4_activated_scale	0.023162
chr19	35213270	35214741	intergenic|chr19:35213270-35214741	FAM187B	35228729	cd4_activated_scale	0.036645
chr19	35213270	35214741	intergenic|chr19:35213270-35214741	LSR	35248330	cd4_activated_scale	0.023104
chr19	35346000	35348142	genic|chr19:35346000-35348142	FFAR1	35351552	cd4_activated_scale	0.037219
chr19	35352358	35353605	genic|chr19:35352358-35353605	FFAR1	35351552	cd4_activated_scale	0.044372
chr19	35642913	35645593	genic|chr19:35642913-35645593	AD000090.1	35557956	cd4_activated_scale	0.022954
chr19	35642913	35645593	genic|chr19:35642913-35645593	AC002115.1	35612666	cd4_activated_scale	0.021667
chr19	35642913	35645593	genic|chr19:35642913-35645593	HAUS5	35612735	cd4_activated_scale	0.021667
chr19	35642913	35645593	genic|chr19:35642913-35645593	RBM42	35629030	cd4_activated_scale	0.026753
chr19	35642913	35645593	genic|chr19:35642913-35645593	ETV2	35641745	cd4_activated_scale	0.102663
chr19	35642913	35645593	genic|chr19:35642913-35645593	COX6B1	35648323	cd4_activated_scale	0.044644
chr19	35642913	35645593	genic|chr19:35642913-35645593	UPK1A	35666516	cd4_activated_scale	0.025906
chr19	35657481	35658579	genic|chr19:35657481-35658579	COX6B1	35648323	cd4_activated_scale	0.042372
chr19	35701804	35703790	intergenic|chr19:35701804-35703790	ZBTB32	35704558	cd4_activated_scale	0.042942
chr19	35710653	35713618	genic|chr19:35710653-35713618	ZBTB32	35704558	cd4_activated_scale	0.048474
chr19	35715920	35717383	genic|chr19:35715920-35717383	ZBTB32	35704558	cd4_activated_scale	0.030635
chr19	35715920	35717383	genic|chr19:35715920-35717383	KMT2B	35718019	cd4_activated_scale	0.023836
chr19	35739802	35741577	genic|chr19:35739802-35741577	IGFLR1	35742453	cd4_activated_scale	0.090893
chr19	35739802	35741577	genic|chr19:35739802-35741577	LIN37	35748361	cd4_activated_scale	0.020086
chr19	35755231	35756298	genic|chr19:35755231-35756298	AC002398.2	35754566	cd4_activated_scale	0.029730
chr19	35898516	35901163	genic|chr19:35898516-35901163	AC008555.1	34814345	cd4_activated_scale	0.022118
chr19	35898516	35901163	genic|chr19:35898516-35901163	SCN1B	35030470	cd4_activated_scale	0.022592
chr19	35898516	35901163	genic|chr19:35898516-35901163	FXYD3	35115879	cd4_activated_scale	0.020365
chr19	35898516	35901163	genic|chr19:35898516-35901163	AD000090.1	35557956	cd4_activated_scale	0.021583
chr19	35898516	35901163	genic|chr19:35898516-35901163	UPK1A	35666516	cd4_activated_scale	0.024951
chr19	35898516	35901163	genic|chr19:35898516-35901163	HSPB6	35758079	cd4_activated_scale	0.022856
chr19	35898516	35901163	genic|chr19:35898516-35901163	PROSER3	35758143	cd4_activated_scale	0.022856
chr19	35898516	35901163	genic|chr19:35898516-35901163	KIRREL2	35855861	cd4_activated_scale	0.023817
chr19	35898516	35901163	genic|chr19:35898516-35901163	APLP1	35867899	cd4_activated_scale	0.032283
chr19	35898516	35901163	genic|chr19:35898516-35901163	NFKBID	35902303	cd4_activated_scale	0.048204
chr19	35898516	35901163	genic|chr19:35898516-35901163	HCST	35902529	cd4_activated_scale	0.048204
chr19	35898516	35901163	genic|chr19:35898516-35901163	TYROBP	35908295	cd4_activated_scale	0.068628
chr19	35898516	35901163	genic|chr19:35898516-35901163	LRFN3	35935358	cd4_activated_scale	0.036367
chr19	35898516	35901163	genic|chr19:35898516-35901163	SYNE4	36008813	cd4_activated_scale	0.022526
chr19	35898516	35901163	genic|chr19:35898516-35901163	CLIP3	36033343	cd4_activated_scale	0.020169
chr19	35898516	35901163	genic|chr19:35898516-35901163	AD001527.1	36148348	cd4_activated_scale	0.020835
chr19	35929817	35932268	intergenic|chr19:35929817-35932268	TYROBP	35908295	cd4_activated_scale	0.027448
chr19	35929817	35932268	intergenic|chr19:35929817-35932268	LRFN3	35935358	cd4_activated_scale	0.041157
chr19	36127019	36128790	intergenic|chr19:36127019-36128790	CAPNS1	36139953	cd4_activated_scale	0.021018
chr19	36837067	36839038	genic|chr19:36837067-36839038	ZNF345	36850361	cd4_activated_scale	0.026724
chr19	36837067	36839038	genic|chr19:36837067-36839038	ZNF790	36850787	cd4_activated_scale	0.026724
chr19	37209554	37211341	genic|chr19:37209554-37211341	ZNF383	37217926	cd4_activated_scale	0.020594
chr19	37209554	37211341	genic|chr19:37209554-37211341	ZNF585B	37218153	cd4_activated_scale	0.020286
chr19	37316792	37318873	genic|chr19:37316792-37318873	ZNF875	37312837	cd4_activated_scale	0.020776
chr19	37333973	37335283	genic|chr19:37333973-37335283	AC016590.2	37337236	cd4_activated_scale	0.030384
chr19	38263291	38264638	genic|chr19:38263291-38264638	PPP1R14A	38256532	cd4_activated_scale	0.020655
chr19	38315155	38316118	genic|chr19:38315155-38316118	YIF1B	38317273	cd4_activated_scale	0.038649
chr19	38315155	38316118	genic|chr19:38315155-38316118	KCNK6	38319845	cd4_activated_scale	0.026470
chr19	38734167	38737331	genic|chr19:38734167-38737331	AC022144.1	38738284	cd4_activated_scale	0.027666
chr19	38841681	38843113	genic|chr19:38841681-38843113	AC008982.2	38845499	cd4_activated_scale	0.024418
chr19	38864349	38866111	intergenic|chr19:38864349-38866111	LGALS7B	38789200	cd4_activated_scale	0.022549
chr19	39334691	39336726	genic|chr19:39334691-39336726	AC011445.2	39341945	cd4_activated_scale	0.023660
chr19	39397336	39398095	genic|chr19:39397336-39398095	PAF1	39391154	cd4_activated_scale	0.030562
chr19	39397336	39398095	genic|chr19:39397336-39398095	MED29	39391303	cd4_activated_scale	0.030561
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	SIPA1L3	37907208	cd4_activated_scale	0.021321
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC008395.1	37963853	cd4_activated_scale	0.021009
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC011479.3	38184376	cd4_activated_scale	0.023771
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC011479.2	38199836	cd4_activated_scale	0.024137
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	DPF1	38229714	cd4_activated_scale	0.023440
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	SPINT2	38244035	cd4_activated_scale	0.022318
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	PPP1R14A	38256532	cd4_activated_scale	0.023689
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC011479.4	38292423	cd4_activated_scale	0.024927
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	C19orf33	38304164	cd4_activated_scale	0.025268
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	YIF1B	38317273	cd4_activated_scale	0.021486
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	KCNK6	38319845	cd4_activated_scale	0.022317
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	CATSPERG	38335775	cd4_activated_scale	0.022029
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC005625.1	38362484	cd4_activated_scale	0.023277
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	PSMD8	38374536	cd4_activated_scale	0.020212
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	GGN	38388082	cd4_activated_scale	0.027879
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	SPRED3	38388421	cd4_activated_scale	0.027885
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	FAM98C	38403135	cd4_activated_scale	0.025014
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	RASGRP4	38426305	cd4_activated_scale	0.023999
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	RYR1	38433699	cd4_activated_scale	0.030287
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC067969.2	38528555	cd4_activated_scale	0.025197
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC067969.1	38537128	cd4_activated_scale	0.022499
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC008649.1	38596346	cd4_activated_scale	0.025310
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	EIF3K	38619082	cd4_activated_scale	0.022878
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ACTN4	38647649	cd4_activated_scale	0.023303
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC022144.1	38738284	cd4_activated_scale	0.024621
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	CAPN12	38769904	cd4_activated_scale	0.021988
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	LGALS7	38773492	cd4_activated_scale	0.025387
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	LGALS7B	38789200	cd4_activated_scale	0.021766
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	LGALS4	38812945	cd4_activated_scale	0.025094
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC104534.1	38820166	cd4_activated_scale	0.024993
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ECH1	38831841	cd4_activated_scale	0.020768
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC008982.2	38845499	cd4_activated_scale	0.024536
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	CCER2	38912158	cd4_activated_scale	0.034477
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ERVK9-11	38938632	cd4_activated_scale	0.025279
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	FBXO17	38975742	cd4_activated_scale	0.028966
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC010605.1	39030436	cd4_activated_scale	0.036555
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	FBXO27	39032785	cd4_activated_scale	0.024262
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ACP7	39083913	cd4_activated_scale	0.028467
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	NCCRP1	39196964	cd4_activated_scale	0.028855
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	IFNL3	39245129	cd4_activated_scale	0.024774
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	IFNL1	39296407	cd4_activated_scale	0.024800
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	LRFN1	39315336	cd4_activated_scale	0.032279
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC011445.1	39320858	cd4_activated_scale	0.023230
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC011445.2	39341945	cd4_activated_scale	0.040779
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	GMFG	39342372	cd4_activated_scale	0.047171
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	SAMD4B	39342396	cd4_activated_scale	0.047171
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	PAF1	39391154	cd4_activated_scale	0.052199
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	MED29	39391303	cd4_activated_scale	0.052199
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ZFP36	39406847	cd4_activated_scale	0.083065
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	PLEKHG2	39412669	cd4_activated_scale	0.117860
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	RPS16	39435949	cd4_activated_scale	0.025657
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	SUPT5H	39436156	cd4_activated_scale	0.049212
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	TIMM50	39480412	cd4_activated_scale	0.035201
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	DLL3	39498895	cd4_activated_scale	0.026577
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	SELENOV	39515113	cd4_activated_scale	0.023409
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC011500.3	39532412	cd4_activated_scale	0.030460
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	EID2B	39532852	cd4_activated_scale	0.030459
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	EID2	39540161	cd4_activated_scale	0.026198
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	LGALS14	39704481	cd4_activated_scale	0.023464
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	CLC	39738029	cd4_activated_scale	0.027133
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	LEUTX	39776595	cd4_activated_scale	0.023833
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC005393.1	39813555	cd4_activated_scale	0.027159
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	FBL	39846379	cd4_activated_scale	0.023095
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	FCGBP	39934626	cd4_activated_scale	0.029066
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	PSMC4	39971165	cd4_activated_scale	0.020140
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ZNF546	39984134	cd4_activated_scale	0.027180
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ZNF780B	40056231	cd4_activated_scale	0.022009
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC005614.1	40090754	cd4_activated_scale	0.020159
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	ZNF780A	40090938	cd4_activated_scale	0.020161
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	TTC9B	40218399	cd4_activated_scale	0.023187
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	CNTD2	40226697	cd4_activated_scale	0.023955
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	AC118344.1	40275479	cd4_activated_scale	0.023193
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	HIPK4	40390181	cd4_activated_scale	0.023244
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	PRX	40413366	cd4_activated_scale	0.021985
chr19	39401062	39404665	intergenic|chr19:39401062-39404665	BLVRB	40465764	cd4_activated_scale	0.021778
chr19	39409298	39410427	genic|chr19:39409298-39410427	ZFP36	39406847	cd4_activated_scale	0.029974
chr19	39409298	39410427	genic|chr19:39409298-39410427	PLEKHG2	39412669	cd4_activated_scale	0.028429
chr19	39430016	39431817	intergenic|chr19:39430016-39431817	RPS16	39435949	cd4_activated_scale	0.028344
chr19	39444778	39446181	genic|chr19:39444778-39446181	RPS16	39435949	cd4_activated_scale	0.022330
chr19	39444778	39446181	genic|chr19:39444778-39446181	SUPT5H	39436156	cd4_activated_scale	0.035922
chr19	39481167	39481667	genic|chr19:39481167-39481667	TIMM50	39480412	cd4_activated_scale	0.023016
chr19	39705333	39706237	genic|chr19:39705333-39706237	LGALS14	39704481	cd4_activated_scale	0.022718
chr19	39996319	39998271	genic|chr19:39996319-39998271	ZNF546	39984134	cd4_activated_scale	0.021483
chr19	40365355	40366409	genic|chr19:40365355-40366409	PLD3	40348456	cd4_activated_scale	0.021977
chr19	40365355	40366409	genic|chr19:40365355-40366409	C19orf47	40348527	cd4_activated_scale	0.021977
chr19	40420346	40422030	genic|chr19:40420346-40422030	SERTAD1	40425992	cd4_activated_scale	0.039259
chr19	40464272	40464962	genic|chr19:40464272-40464962	BLVRB	40465764	cd4_activated_scale	0.023039
chr19	41326109	41329155	genic|chr19:41326109-41329155	CCDC97	41310172	cd4_activated_scale	0.025012
chr19	41326109	41329155	genic|chr19:41326109-41329155	AC011462.5	41310412	cd4_activated_scale	0.025013
chr19	41326109	41329155	genic|chr19:41326109-41329155	TMEM91	41350911	cd4_activated_scale	0.025140
chr19	41543486	41544540	intergenic|chr19:41543486-41544540	AC243960.1	41545192	cd4_activated_scale	0.038918
chr19	41552285	41553633	genic|chr19:41552285-41553633	CEACAM21	41549518	cd4_activated_scale	0.021101
chr19	41563129	41565826	genic|chr19:41563129-41565826	CEACAM21	41549518	cd4_activated_scale	0.020095
chr19	41870100	41872298	genic|chr19:41870100-41872298	CD79A	41877120	cd4_activated_scale	0.022566
chr19	41874984	41876151	intergenic|chr19:41874984-41876151	CD79A	41877120	cd4_activated_scale	0.041745
chr19	41886602	41888211	genic|chr19:41886602-41888211	CD79A	41877120	cd4_activated_scale	0.022257
chr19	41886602	41888211	genic|chr19:41886602-41888211	ARHGEF1	41883161	cd4_activated_scale	0.031863
chr19	42074815	42076768	genic|chr19:42074815-42076768	ZNF574	42068477	cd4_activated_scale	0.048426
chr19	42074815	42076768	genic|chr19:42074815-42076768	GRIK5	42069498	cd4_activated_scale	0.082149
chr19	42120978	42123638	genic|chr19:42120978-42123638	AC010247.1	42132555	cd4_activated_scale	0.061502
chr19	42198511	42200507	genic|chr19:42198511-42200507	POU2F2	42196585	cd4_activated_scale	0.042639
chr19	42216536	42218782	genic|chr19:42216536-42218782	POU2F2	42196585	cd4_activated_scale	0.030359
chr19	42216536	42218782	genic|chr19:42216536-42218782	DEDD2	42220140	cd4_activated_scale	0.052057
chr19	42216536	42218782	genic|chr19:42216536-42218782	ZNF526	42220312	cd4_activated_scale	0.052057
chr19	42216536	42218782	genic|chr19:42216536-42218782	GSK3A	42242625	cd4_activated_scale	0.021484
chr19	42216536	42218782	genic|chr19:42216536-42218782	PAFAH1B3	42303546	cd4_activated_scale	0.022719
chr19	42216536	42218782	genic|chr19:42216536-42218782	TMEM145	42313309	cd4_activated_scale	0.021300
chr19	42270016	42271368	genic|chr19:42270016-42271368	CIC	42268537	cd4_activated_scale	0.030231
chr19	42283070	42285404	genic|chr19:42283070-42285404	AC010247.1	42132555	cd4_activated_scale	0.022186
chr19	42283070	42285404	genic|chr19:42283070-42285404	GSK3A	42242625	cd4_activated_scale	0.022124
chr19	42283070	42285404	genic|chr19:42283070-42285404	ERF	42255128	cd4_activated_scale	0.025521
chr19	42283070	42285404	genic|chr19:42283070-42285404	CIC	42268537	cd4_activated_scale	0.025946
chr19	42283070	42285404	genic|chr19:42283070-42285404	PRR19	42302098	cd4_activated_scale	0.024494
chr19	42422370	42424509	genic|chr19:42422370-42424509	AC011497.1	42425071	cd4_activated_scale	0.083971
chr19	42422370	42424509	genic|chr19:42422370-42424509	LIPE	42427388	cd4_activated_scale	0.056003
chr19	43462898	43464675	genic|chr19:43462898-43464675	LYPD3	43465608	cd4_activated_scale	0.106190
chr19	43462898	43464675	genic|chr19:43462898-43464675	PHLDB3	43504935	cd4_activated_scale	0.023437
chr19	43474426	43476094	genic|chr19:43474426-43476094	LYPD3	43465608	cd4_activated_scale	0.020445
chr19	43532419	43535190	genic|chr19:43532419-43535190	ZNF575	43525497	cd4_activated_scale	0.026921
chr19	43532419	43535190	genic|chr19:43532419-43535190	ETHE1	43527230	cd4_activated_scale	0.033841
chr19	43561828	43563247	genic|chr19:43561828-43563247	L34079.2	43553445	cd4_activated_scale	0.020074
chr19	44752961	44755079	genic|chr19:44752961-44755079	AC243964.3	44725217	cd4_activated_scale	0.025727
chr19	44752961	44755079	genic|chr19:44752961-44755079	BCL3	44747705	cd4_activated_scale	0.041208
chr19	44800014	44802004	genic|chr19:44800014-44802004	BCAM	44809059	cd4_activated_scale	0.041303
chr19	45163749	45165598	genic|chr19:45163749-45165598	TRAPPC6A	45178237	cd4_activated_scale	0.053362
chr19	45163749	45165598	genic|chr19:45163749-45165598	BLOC1S3	45178745	cd4_activated_scale	0.053362
chr19	45449980	45452221	genic|chr19:45449980-45452221	FOSB	45467995	cd4_activated_scale	0.050455
chr19	45449980	45452221	genic|chr19:45449980-45452221	ERCC1	45478828	cd4_activated_scale	0.049389
chr19	45449980	45452221	genic|chr19:45449980-45452221	PPM1N	45488777	cd4_activated_scale	0.027050
chr19	45449980	45452221	genic|chr19:45449980-45452221	RTN2	45497055	cd4_activated_scale	0.020375
chr19	45484738	45486580	genic|chr19:45484738-45486580	PPM1N	45488777	cd4_activated_scale	0.020758
chr19	45498194	45499827	genic|chr19:45498194-45499827	RTN2	45497055	cd4_activated_scale	0.027932
chr19	45583516	45585650	genic|chr19:45583516-45585650	PPM1N	45488777	cd4_activated_scale	0.022661
chr19	45583516	45585650	genic|chr19:45583516-45585650	RTN2	45497055	cd4_activated_scale	0.023568
chr19	45583516	45585650	genic|chr19:45583516-45585650	VASP	45506579	cd4_activated_scale	0.024151
chr19	45583516	45585650	genic|chr19:45583516-45585650	OPA3	45602212	cd4_activated_scale	0.026099
chr19	45583516	45585650	genic|chr19:45583516-45585650	GPR4	45602212	cd4_activated_scale	0.026099
chr19	45583516	45585650	genic|chr19:45583516-45585650	EML2	45645629	cd4_activated_scale	0.023670
chr19	45583516	45585650	genic|chr19:45583516-45585650	GIPR	45668221	cd4_activated_scale	0.026674
chr19	45716515	45718686	genic|chr19:45716515-45718686	FBXO46	45730896	cd4_activated_scale	0.025510
chr19	45778885	45780364	genic|chr19:45778885-45780364	DMPK	45782552	cd4_activated_scale	0.022888
chr19	46349773	46351792	genic|chr19:46349773-46351792	PPP5C	46347087	cd4_activated_scale	0.033492
chr19	46637793	46640121	intergenic|chr19:46637793-46640121	GNG8	46634685	cd4_activated_scale	0.047468
chr19	46637793	46640121	intergenic|chr19:46637793-46640121	DACT3-AS1	46660364	cd4_activated_scale	0.031353
chr19	46637793	46640121	intergenic|chr19:46637793-46640121	DACT3	46661182	cd4_activated_scale	0.031806
chr19	46713625	46715071	genic|chr19:46713625-46715071	PRKD2	46717127	cd4_activated_scale	0.024589
chr19	47225704	47228945	genic|chr19:47225704-47228945	BBC3	47232766	cd4_activated_scale	0.036714
chr19	47230199	47231565	genic|chr19:47230199-47231565	BBC3	47232766	cd4_activated_scale	0.029768
chr19	47242187	47244738	intergenic|chr19:47242187-47244738	BBC3	47232766	cd4_activated_scale	0.024997
chr19	47599787	47601785	intergenic|chr19:47599787-47601785	BICRA	47608196	cd4_activated_scale	0.029028
chr19	47599787	47601785	intergenic|chr19:47599787-47601785	AC010331.1	47608454	cd4_activated_scale	0.029027
chr19	47742837	47744385	genic|chr19:47742837-47744385	NOP53	47745546	cd4_activated_scale	0.023451
chr19	48248047	48250155	genic|chr19:48248047-48250155	CARD8-AS1	48255675	cd4_activated_scale	0.074560
chr19	48248047	48250155	genic|chr19:48248047-48250155	CARD8	48255946	cd4_activated_scale	0.074560
chr19	48332468	48334284	genic|chr19:48332468-48334284	EMP3	48321509	cd4_activated_scale	0.067619
chr19	48332468	48334284	genic|chr19:48332468-48334284	CCDC114	48321894	cd4_activated_scale	0.067619
chr19	48510254	48512811	genic|chr19:48510254-48512811	LMTK3	48513935	cd4_activated_scale	0.052953
chr19	48634345	48636035	genic|chr19:48634345-48636035	AC022154.1	48624132	cd4_activated_scale	0.022686
chr19	48634345	48636035	genic|chr19:48634345-48636035	DBP	48637379	cd4_activated_scale	0.060575
chr19	48638527	48639371	genic|chr19:48638527-48639371	DBP	48637379	cd4_activated_scale	0.022018
chr19	48712934	48714999	genic|chr19:48712934-48714999	MAMSTR	48719725	cd4_activated_scale	0.021969
chr19	48720265	48721576	genic|chr19:48720265-48721576	MAMSTR	48719725	cd4_activated_scale	0.168098
chr19	48811801	48813083	genic|chr19:48811801-48813083	BCAT2	48811029	cd4_activated_scale	0.027486
chr19	48874048	48876156	genic|chr19:48874048-48876156	PLEKHA4	48868617	cd4_activated_scale	0.025754
chr19	48874048	48876156	genic|chr19:48874048-48876156	PPP1R15A	48872421	cd4_activated_scale	0.048791
chr19	48874048	48876156	genic|chr19:48874048-48876156	TULP2	48898744	cd4_activated_scale	0.021851
chr19	48912703	48913968	genic|chr19:48912703-48913968	NUCB1	48900312	cd4_activated_scale	0.020055
chr19	48961897	48962965	intergenic|chr19:48961897-48962965	AC026803.2	48963975	cd4_activated_scale	0.041734
chr19	49474986	49476924	genic|chr19:49474986-49476924	FLT3LG	49474207	cd4_activated_scale	0.151694
chr19	49497143	49497643	genic|chr19:49497143-49497643	RPS11	49496365	cd4_activated_scale	0.037882
chr19	49499502	49501773	genic|chr19:49499502-49501773	RPS11	49496365	cd4_activated_scale	0.039747
chr19	49499502	49501773	genic|chr19:49499502-49501773	FCGRT	49506816	cd4_activated_scale	0.024220
chr19	49533052	49535210	genic|chr19:49533052-49535210	RCN3	49528003	cd4_activated_scale	0.066166
chr19	49555576	49557309	genic|chr19:49555576-49557309	PRRG2	49580646	cd4_activated_scale	0.061756
chr19	49558583	49559083	genic|chr19:49558583-49559083	PRRG2	49580646	cd4_activated_scale	0.021759
chr19	49812888	49813859	genic|chr19:49812888-49813859	AC006942.1	49808933	cd4_activated_scale	0.036549
chr19	49812888	49813859	genic|chr19:49812888-49813859	FUZ	49817376	cd4_activated_scale	0.053257
chr19	49812888	49813859	genic|chr19:49812888-49813859	MED25	49818279	cd4_activated_scale	0.026236
chr19	49866805	49868342	genic|chr19:49866805-49868342	PTOV1	49850735	cd4_activated_scale	0.032479
chr19	49866805	49868342	genic|chr19:49866805-49868342	PTOV1-AS1	49851676	cd4_activated_scale	0.024623
chr19	49866805	49868342	genic|chr19:49866805-49868342	AC018766.1	49854967	cd4_activated_scale	0.029273
chr19	49866805	49868342	genic|chr19:49866805-49868342	PTOV1-AS2	49859289	cd4_activated_scale	0.053029
chr19	49868822	49870601	genic|chr19:49868822-49870601	PTOV1-AS2	49859289	cd4_activated_scale	0.024354
chr19	49895160	49898423	genic|chr19:49895160-49898423	ATF5	49928702	cd4_activated_scale	0.020674
chr19	50356986	50359222	genic|chr19:50356986-50359222	NR1H2	50329653	cd4_activated_scale	0.023351
chr19	50356986	50359222	genic|chr19:50356986-50359222	NAPSA	50365830	cd4_activated_scale	0.052360
chr19	50356986	50359222	genic|chr19:50356986-50359222	AC008655.2	50369331	cd4_activated_scale	0.031050
chr19	50356986	50359222	genic|chr19:50356986-50359222	SPIB	50418938	cd4_activated_scale	0.025278
chr19	50362878	50364951	genic|chr19:50362878-50364951	NAPSA	50365830	cd4_activated_scale	0.024488
chr19	50375774	50377817	genic|chr19:50375774-50377817	NAPSA	50365830	cd4_activated_scale	0.031010
chr19	50375774	50377817	genic|chr19:50375774-50377817	AC008655.2	50369331	cd4_activated_scale	0.053846
chr19	50375774	50377817	genic|chr19:50375774-50377817	POLD1	50384204	cd4_activated_scale	0.042506
chr19	50375774	50377817	genic|chr19:50375774-50377817	SPIB	50418938	cd4_activated_scale	0.020421
chr19	50724099	50725584	genic|chr19:50724099-50725584	CLEC11A	50723364	cd4_activated_scale	0.091987
chr19	50794236	50795502	genic|chr19:50794236-50795502	AC010325.1	50793142	cd4_activated_scale	0.020211
chr19	50794236	50795502	genic|chr19:50794236-50795502	AC010325.2	50793584	cd4_activated_scale	0.020212
chr19	51122272	51123905	intergenic|chr19:51122272-51123905	SIGLEC9	51124908	cd4_activated_scale	0.041976
chr19	51354146	51355132	genic|chr19:51354146-51355132	ETFB	51366418	cd4_activated_scale	0.031821
chr19	51440761	51442641	intergenic|chr19:51440761-51442641	AC008750.1	51414298	cd4_activated_scale	0.024022
chr19	51701914	51705276	genic|chr19:51701914-51705276	SPACA6	51689128	cd4_activated_scale	0.024858
